web_atc_code_l1,web_l1_name,web_atc_code_l2,web_l2_name,web_atc_code_l3,web_l3_name,web_atc_code_l4,web_l4_name,web_atc_code_l5,web_l5_name,DDD,U,Adm.R,Note
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB08,ciprofibrate,0.1,g,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB09,etofibrate,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB10,clofibride,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB11,choline fenofibrate,0.135,g,O,Refers to fenofibric acid
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,C10AC01,colestyramine,14,g,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,C10AC02,colestipol,20,g,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,C10AC03,colextran,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,C10AC04,colesevelam,3.75,g,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,C10AD01,niceritrol,1.5,g,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,C10AD02,nicotinic acid,2,g,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,C10AD03,nicofuranose,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,C10AD04,aluminium nicotinate,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,C10AD05,nicotinyl alcohol (pyridylcarbinol),0.9,g,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,C10AD06,acipimox,0.5,g,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,C10AD52,"nicotinic acid, combinations",,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX01,dextrothyroxine,4,mg,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX02,probucol,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX03,tiadenol,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX05,meglutol,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX06,omega-3-triglycerides incl. other esters and acids,4,g,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX07,magnesium pyridoxal 5-phosphate glutamate,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX08,policosanol,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX09,ezetimibe,10,mg,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX10,alipogene tiparvovec,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX11,mipomersen,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX12,lomitapide,40,mg,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX13,evolocumab,10,mg,P,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX14,alirocumab,5.4,mg,P,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX15,bempedoic acid,0.18,g,O,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX16,inclisiran,1.6,mg,P,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX17,evinacumab,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,C10AX18,volanesorsen,20,mg,P,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA01,lovastatin and nicotinic acid,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA02,simvastatin and ezetimibe,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA03,pravastatin and fenofibrate,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA04,simvastatin and fenofibrate,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA05,atorvastatin and ezetimibe,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA06,rosuvastatin and ezetimibe,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA07,rosuvastatin and omega-3 fatty acids,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA08,atorvastatin and omega-3 fatty acids,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA09,rosuvastatin and fenofibrate,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA10,bempedoic acid and ezetimibe,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA11,pravastatin and ezetimibe,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,C10BA12,"pravastatin, ezetimibe and fenofibrate",,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX01,simvastatin and acetylsalicylic acid,30,mg,O,Refers to simvastatin
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX02,pravastatin and acetylsalicylic acid,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX03,atorvastatin and amlodipine,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX04,"simvastatin, acetylsalicylic acid and ramipril",,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX05,rosuvastatin and acetylsalicylic acid,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX06,"atorvastatin, acetylsalicylic acid and ramipril",,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX07,"rosuvastatin, amlodipine and lisinopril",,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX08,atorvastatin and acetylsalicylic acid,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX09,rosuvastatin and amlodipine,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX10,rosuvastatin and valsartan,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX11,"atorvastatin, amlodipine and perindopril",,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX12,"atorvastatin, acetylsalicylic acid and perindopril",,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX13,"rosuvastatin, perindopril and indapamide",,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX14,"rosuvastatin, amlodipine and perindopril",,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX15,atorvastatin and perindopril,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX16,rosuvastatin and fimasartan,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX17,rosuvastatin and ramipril,,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX18,"atorvastatin, amlodipine and ramipril",,,,
C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,C10BX19,"atorvastatin, amlodipine and candesartan",,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AA,Antibiotics,D01AA01,nystatin,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AA,Antibiotics,D01AA02,natamycin,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AA,Antibiotics,D01AA03,hachimycin,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AA,Antibiotics,D01AA04,pecilocin,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AA,Antibiotics,D01AA06,mepartricin,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AA,Antibiotics,D01AA07,pyrrolnitrin,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AA,Antibiotics,D01AA08,griseofulvin,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AA,Antibiotics,D01AA20,combinations,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC01,clotrimazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC02,miconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC03,econazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC04,chlormidazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC05,isoconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC06,tiabendazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC07,tioconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC08,ketoconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC09,sulconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC10,bifonazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC11,oxiconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC12,fenticonazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC13,omoconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC14,sertaconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC15,fluconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC16,flutrimazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC17,eberconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC18,luliconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC19,efinaconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC20,imidazoles/triazoles in combination with corticosteroids,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC21,neticonazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC22,lanoconazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC52,"miconazole, combinations",,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,D01AC60,"bifonazole, combinations",,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE01,bromochlorosalicylanilide,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE02,methylrosaniline,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE03,tribromometacresol,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE04,undecylenic acid,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE05,polynoxylin,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE06,2-(4-chlorphenoxy)-ethanol,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE07,chlorphenesin,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE08,ticlatone,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE09,sulbentine,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE10,ethyl hydroxybenzoate,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE11,haloprogin,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE12,salicylic acid,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE13,selenium sulfide,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE14,ciclopirox,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE15,terbinafine,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE16,amorolfine,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE17,dimazole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE18,tolnaftate,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE19,tolciclate,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE20,combinations,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE21,flucytosine,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE22,naftifine,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE23,butenafine,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE24,tavaborole,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE25,liranaftate,,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,D01AE54,"undecylenic acid, combinations",,,,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01B,ANTIFUNGALS FOR SYSTEMIC USE,D01BA,Antifungals for systemic use,D01BA01,griseofulvin,0.5,g,O,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01B,ANTIFUNGALS FOR SYSTEMIC USE,D01BA,Antifungals for systemic use,D01BA02,terbinafine,0.25,g,O,
D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01B,ANTIFUNGALS FOR SYSTEMIC USE,D01BA,Antifungals for systemic use,D01BA03,fosravuconazole,0.1,g,O,Expressed as ravuconazole
D,DERMATOLOGICALS,D02,EMOLLIENTS AND PROTECTIVES,D02A,EMOLLIENTS AND PROTECTIVES,D02AA,Silicone products,,,,,,
D,DERMATOLOGICALS,D02,EMOLLIENTS AND PROTECTIVES,D02A,EMOLLIENTS AND PROTECTIVES,D02AB,Zinc products,,,,,,
D,DERMATOLOGICALS,D02,EMOLLIENTS AND PROTECTIVES,D02A,EMOLLIENTS AND PROTECTIVES,D02AC,Soft paraffin and fat products,,,,,,
D,DERMATOLOGICALS,D02,EMOLLIENTS AND PROTECTIVES,D02A,EMOLLIENTS AND PROTECTIVES,D02AD,Liquid plasters,,,,,,
D,DERMATOLOGICALS,D02,EMOLLIENTS AND PROTECTIVES,D02A,EMOLLIENTS AND PROTECTIVES,D02AE,Carbamide products,D02AE01,carbamide,,,,
D,DERMATOLOGICALS,D02,EMOLLIENTS AND PROTECTIVES,D02A,EMOLLIENTS AND PROTECTIVES,D02AE,Carbamide products,D02AE51,"carbamide, combinations",,,,
